0	115.77101904002731	115.77101904002731	115.77101904002731	115.75221670715541	115.75221670715541	115.75221670715541	115.75221670715541	115.68566994456549	115.65414450291166	115.685669944565490	115.77101904002731	115.77101904002731	115.77101904002731	115.75221670715541	115.75221670715541	115.75608410805219	115.81658605794588	115.77101904002731	115.59960104308101	115.63125359068894
1	115.81658605794588	115.77101904002731	115.77101904002731	115.77101904002731	115.77101904002731	115.80721522182851	115.68566994456549	115.68488486827808	115.79236152709858	115.8342005648693
2	115.8342005648693	115.81658605794588	115.80721522182851	115.79236152709858	115.77101904002731	115.82862176431142	115.82862176431142	115.67868601193594	115.87037711976419	115.80956167197262
3	115.87037711976419	115.8342005648693	115.82862176431142	115.82862176431142	115.81658605794588	115.77451816107964	115.83116581683132	115.83116581683132	115.81658605794588	115.8342005648693
4	115.87037711976419	115.8342005648693	115.8342005648693	115.83116581683132	115.83116581683132	115.81658605794588	115.82862176431142	115.82862176431142	115.75901309050695	115.74777597571439
5	115.87037711976419	115.8342005648693	115.8342005648693	115.83116581683132	115.83116581683132	115.62096368788347	115.75608410805219	115.81658605794588	115.77451816107964	115.75936012330078
6	115.87037711976419	115.8342005648693	115.8342005648693	115.83116581683132	115.83116581683132	115.62413287415949	115.75299631493668	115.77007742963862	115.8146629810228	115.79428460402166
7	115.87037711976419	115.8342005648693	115.8342005648693	115.83116581683132	115.83116581683132	115.7574370463777	115.80379494272736	115.80379494272736	115.81658605794588	115.68312674337696
8	115.87037711976419	115.8342005648693	115.8342005648693	115.83116581683132	115.83116581683132	115.69168125162962	115.82482972875194	115.81658605794588	115.80379494272736	115.67170979449529
9	115.87037711976419	115.8342005648693	115.8342005648693	115.83116581683132	115.83116581683132	115.6296558732181	115.79740944168934	115.80379494272736	115.76753422845009	115.80379494272736
10	115.87037711976419	115.8342005648693	115.8342005648693	115.83116581683132	115.83116581683132	115.8435038244102	115.75901309050695	115.79428460402166	115.84288733032663	115.79935421128634
11	115.87037711976419	115.8435038244102	115.84288733032663	115.8342005648693	115.8342005648693	114.91228417181279	115.63809635842385	115.79457313130654	115.80379494272736	115.87037711976419
12	115.87037711976419	115.87037711976419	115.8435038244102	115.84288733032663	115.8342005648693	115.86146869472265	115.84288733032663	115.82588931748678	115.81658605794588	115.7035306670487
13	115.87037711976419	115.87037711976419	115.86146869472265	115.8435038244102	115.84288733032663	115.79428460402166	115.84288733032663	115.81812017346647	115.7863839646109	115.81687458523076
14	115.87037711976419	115.87037711976419	115.86146869472265	115.8435038244102	115.84288733032663	115.87037711976419	115.87037711976419	115.84288733032663	115.79457313130654	115.80379494272736
